invoice_nr;item_id;catalog_nr;etd;eta;status;origin;month;year;brand;qty;total_cost
;14010944161001;AAS 6204 ZZ/C3;05/12/2026;03/02/2027;Backorder;China;Feb;2027;FERSA;3;1,68
;19011409001001;AAS F 19003;20/12/2026;03/02/2027;Backorder;Spain;Feb;2027;FERSA;5;42,35
;AS100130001501;32008 X;05/12/2026;03/02/2027;Backorder;China;Feb;2027;A&S;7;9,73
;AS100189001501;L 68149/11;05/12/2026;03/02/2027;Backorder;China;Feb;2027;A&S;6;5,22
;AS230129001501;WB42820036BB;05/12/2026;03/02/2027;Backorder;China;Feb;2027;A&S;6;27,72
;PF100006001801;PFI 30207;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;120;217,2
;PF100021001801;PFI 30302;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;20;22,6
;PF100039001801;PFI 32206;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;100;153
;PF100061001801;PFI 32310;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;10;56,5
;PF100105001801;PFI 2872/20;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;20;66,2
;PF100126001801;PFI 25580/20;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;20;45,2
;PF100196001801;PFI 45291/20;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;10;48,4
;PF100231001801;PFI JM207049A/10;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;10;43,9
;PF100244001801;PFI LM11949/10;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;40;33,6
;PF200160001801;PFI 62304-2RS C3;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;80;125,6
;PF230167001801;PW49880048CSM;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;10;84,7
;PF640038001801;PFI GRA103NPPB-3L;05/12/2026;03/02/2027;Backorder;China;Feb;2027;PFI;20;44,6
;25110086001001;FTRK GRS 900 OB;21/12/2026;04/02/2027;Backorder;Spain;Feb;2027;FERSA;3;325,83
;28013169001124;AAS NKE_23218-MB-C3-W33-MRO;08/12/2026;06/02/2027;Backorder;Austria;Feb;2027;NKE;7;327,04
;28020428001124;AAS NKE_22319-E-C3-W33-MRO;08/12/2026;06/02/2027;Backorder;Austria;Feb;2027;NKE;1;89,38
;PF200352001801;PFI 627-ZZ C3;23/12/2026;21/02/2027;Backorder;China;Feb;2027;PFI;100;14
;PF410015001801;PFI NB-148;24/12/2026;22/02/2027;Backorder;China;Feb;2027;PFI;37570;15028
;10010686001001;AAS 39581/39520;09/01/2027;23/02/2027;Backorder;Spain;Feb;2027;FERSA;1;9
;25110093001001;FTRK G240-16 OB;09/01/2027;23/02/2027;Backorder;Spain;Feb;2027;FERSA;2;239,12
;66010015001001;KRBC F 200014;09/01/2027;23/02/2027;Backorder;Spain;Feb;2027;FERSA;12;144,48
;10010159001190;AAS 2780/2720;05/01/2027;06/03/2027;Backorder;China;Mar;2027;FERSA;27;54
;10010482001001;AAS 30212 F;05/01/2027;06/03/2027;Backorder;China;Mar;2027;FERSA;2;6,7
;10010503001001;AAS 30309 F;05/01/2027;06/03/2027;Backorder;China;Mar;2027;FERSA;1;3,43
;14014475001113;AAS NKE_6001-2RS2-C3;05/01/2027;06/03/2027;Backorder;China;Mar;2027;NKE;223;44,6
;PF100022001801;PFI 30304;05/01/2027;06/03/2027;Backorder;China;Mar;2027;PFI;20;25,4
;PF100204001801;PFI 580/572;05/01/2027;06/03/2027;Backorder;China;Mar;2027;PFI;20;166,8
;PF200165001801;PFI 62322.2-2RS C3;05/01/2027;06/03/2027;Backorder;China;Mar;2027;PFI;42;79,8
;16523106001001;CLAC P 001;23/01/2027;09/03/2027;Backorder;Spain;Mar;2027;FERSA;1;129,08
;23021235001124;AAS NKE_HK2210-MRO;19/01/2027;20/03/2027;Backorder;Austria;Mar;2027;NKE;9;4,41
;10010503001001;AAS 30309 F;04/02/2027;05/04/2027;Backorder;China;Apr;2027;FERSA;1;3,43
;53010101001124;AAS NKE_MB10-MRO;04/02/2027;05/04/2027;Backorder;China;Apr;2027;NKE;2;0,26
;PF100204001801;PFI 580/572;04/02/2027;05/04/2027;Backorder;China;Apr;2027;PFI;16;133,44
;PF200162001801;PFI 62305-2RS C3;04/02/2027;05/04/2027;Backorder;China;Apr;2027;PFI;20;45
;PF200165001801;PFI 62322.2-2RS C3;04/02/2027;05/04/2027;Backorder;China;Apr;2027;PFI;42;79,8
;10010135001001;AAS 687/672;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;26;0
;10010484001001;AAS 30214 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;30;147,3
;10010519001001;AAS 31312 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;4;27,08
;10010520001001;AAS 31313 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;15;114,9
;10010577001001;AAS 32219 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;25;324,25
;10010637001001;AAS 33115 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;41;304,63
;10010643001001;AAS 33205 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;6;9,06
;10010654001001;AAS 33214 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;49;336,63
;10010657001001;AAS 33217 F;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;21;385,35
;10011980001001;AAS F 15265;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;1;11,82
;10015711001113;AAS NKE_32019-X;10/02/2027;11/04/2027;Backorder;China;Apr;2027;NKE;6;50,04
;14012500001001;AAS F 18036;10/02/2027;11/04/2027;Backorder;China;Apr;2027;FERSA;1;12,67
;PF100176001801;PFI 3585/25;08/06/2027;07/08/2027;Backorder;China;Aug;2027;PFI;60;222,6
;PF640048001801;PFI GRAE45NPPB-3L;11/06/2027;10/08/2027;Backorder;China;Aug;2027;PFI;341;1398,1
;10010179001001;AAS 3585/3525;12/07/2027;26/08/2027;Backorder;Spain;Aug;2027;FERSA;19;77,52
;10010789001001;AAS HM 212047/11;12/07/2027;26/08/2027;Backorder;Spain;Aug;2027;FERSA;6;67,86
;10010789001001;AAS HM 212047/11;13/07/2027;27/08/2027;Backorder;Spain;Aug;2027;FERSA;3;33,93
;10010533001001;AAS 320/32 XF;16/07/2027;30/08/2027;Backorder;Spain;Aug;2027;FERSA;31;76,26
;19011445001001;AAS F 19047;11/08/2027;25/09/2027;Backorder;Spain;Sep;2027;FERSA;1;0
;25110328001001;FDRK HL4 REF OB;26/08/2027;10/10/2027;Backorder;Spain;Oct;2027;FERSA;1;66,64
;10010019001001;AAS 344/332;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;13,2
;10010026001190;AAS 368 A/362 X;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;35;407,78
;10010045001001;AAS 387 A/382 S;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;242,08
;10010047001001;AAS 387 S/382;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;12;54,6
;10010053001001;AAS 389 A/382 A;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;26;225,68
;10010056001001;AAS 390/394 A;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;8;0
;10010056001190;AAS 390/394 A;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;11;4,77
;10010081001001;AAS 495/493;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;0
;10010100001001;AAS 537/532 X;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;4;28,76
;10010134001001;AAS 683/672;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;4;8,15
;10010138001001;AAS 749/742;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;24,05
;10010178001190;AAS 3578/3525;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;0
;10010217001190;AAS A 6075/A 6157;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;224,96
;10010226001001;AAS JF 7049 A/10;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;227;31,41
;10010246001001;AAS 09074/09195;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;3;173,84
;10010392001190;AAS 15126/15250 X;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;185;1629,26
;10010437001190;AAS 26882/26820;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;5;3,72
;10010458001190;AAS 29590/29520;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;30;343,16
;10010489001190;AAS 30219 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;2153,13
;10010499001001;AAS 30306 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;74;15,66
;10010510001190;AAS 30316 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;1,7
;10010533001001;AAS 320/32 XF;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;131;470,01
;10010534001001;AAS 320/32 XR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;10,92
;10010549001001;AAS 32016 XF;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;142;339,63
;10010564001001;AAS 32209 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;31;378,87
;10010580001001;AAS 32221 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;21;62,92
;10010585001001;AAS 32305 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;5;0
;10010638001001;AAS 33116 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;36;0
;10010668001001;AAS 33885/22;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;28;355,12
;10010669001001;AAS 33889/33821;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;12;7,53
;10010671001001;AAS 33891/33821;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;2;45,99
;10010708001001;AAS 47686/47620;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;205;1,7
;10010754001001;AAS 78225 C/78551;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;21;0
;10010782001190;AAS LM 104949/12;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;22;1223,64
;10010812001001;AAS JM 515649/10;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;5;97,52
;10010844001001;AAS HM 803146/10;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;27;0
;10010875001001;AAS HM 903249/10;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;57;0
;10011710001001;AAS 598 A/593 X;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;94;1395,9
;10011734001001;AAS F 15157;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;17;140,42
;10011743001190;AAS F 15196;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;13,3
;10011977001001;AAS 32226 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;648,56
;10012052001190;AAS 31316 F;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;0
;10012063001001;AAS 59175/59412;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;48;21,64
;10012718001190;AAS F 15316;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1;95,6
;10015739131124;AAS NKE_32206-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;60;139,2
;10022141001124;AAS NKE_32213-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;200;78
;10110269001001;CEM F 15101;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;18;89,82
;11011721001001;AAS F 15121;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;31;312,9
;13522510001108;AAS F 400042;17/11/2027;01/01/2028;Backorder;Spain;Jan;2028;FERSA;1;154,18
;14010925101190;AAS 6005;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;80;571,21
;14010929141190;AAS 6009 NR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;484;20,64
;14010929181190;AAS 6009 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;10,2
;14010932121001;AAS 6012 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;24;23,88
;14010933121001;AAS 6013 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;10;57,44
;14010933151190;AAS 6013 ZZ;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;3;61,41
;14010933161001;AAS 6013 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;9;0
;14010934151190;AAS 6014 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;21;14,5
;14010935121001;AAS 6015 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;37;71,2
;14010947141001;AAS 6206 ZZ;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;9;56,56
;14010949141190;AAS 6208 K 2RS;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;2;26,72
;14010950171001;AAS 6209 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;18;28,96
;14010951161190;AAS 6210 ZZ NR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;60;2609,94
;14010954121001;AAS 6213 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;22;15,76
;14010954161001;AAS 6213 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;2;82,56
;14010963151001;AAS 6303 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;17;117,79
;14010965131001;AAS 6305 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;709;0
;14010966151190;AAS 6306 NR/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;30;913,4
;14010969131001;AAS 6308 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;44;448,38
;14010969191001;AAS 6308 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;4;0
;14010970171001;AAS 6309 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;44;313,16
;14010972121001;AAS 6311 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;808;3611,47
;14010975211124;AAS NKE_6314-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;60;0
;14010983151001;AAS 6406 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;8;25,97
;14010986151190;AAS 6409 ZZ/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;8;0
;14011025101001;AAS 62304 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;6;303,15
;14011032121190;AAS 63/28 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;290;1105,5
;14011400001190;AAS F 18022;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;3;8,02
;14014334001113;AAS NKE_16004-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;5;0
;14014337111124;AAS NKE_16005-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;88;0,98
;14014355001113;AAS NKE_16007-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;15;0
;14014461001113;AAS NKE_6000;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;909;76,75
;14014474111124;AAS NKE_6001-2RS2-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;5;63,36
;14014485111124;AAS NKE_6002-2RS2-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;1,7
;14014566111124;AAS NKE_6009-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;11,01
;14014587001113;AAS NKE_6011-2RS2-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;200;50,4
;14014587131124;AAS NKE_6011-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;52;1,52
;14014590111124;AAS NKE_6011-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;664,4
;14014598001113;AAS NKE_6012-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;16;0
;14014598111124;AAS NKE_6012-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;40;203,2
;14014617001113;AAS NKE_6014-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;32;314,31
;14014624001113;AAS NKE_6015-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;10;149,4
;14014630141124;AAS NKE_6016-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;100;0
;14014638131124;AAS NKE_6017-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;40;123
;14014646131124;AAS NKE_6018-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;60;325
;14014652001190;AAS 6019 2RSR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;2;0,8
;14014657141124;AAS NKE_6020-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;40;257,4
;14014665121124;AAS NKE_6021-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;232
;14014675111124;AAS NKE_6024-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;170;89,44
;14014677121124;AAS NKE_6024-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;0
;14014792001124;AAS NKE_61807-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;5;3,62
;14014817001113;AAS NKE_61813-2RSR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;10;0
;14014819001113;AAS NKE_61813-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;18;87,98
;14014862001124;AAS NKE_61821-2RSR-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;3;0
;14014872001124;AAS NKE_61824-2RSR-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;3;12,6
;14014890161124;AAS NKE_61840-2RS-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;6;0
;14014890171124;AAS NKE_61840-2RS-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;6;0
;14014944001113;AAS NKE_61909;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;12;1334,72
;14014945001113;AAS NKE_61909-2RSR;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;10;0
;14014962001113;AAS NKE_61913-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;13;50,5
;14014988001124;AAS NKE_61920-2RSR-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;91,63
;14015012001113;AAS NKE_6200-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;200;80
;14015165001113;AAS NKE_6213-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;22;21,7
;14015167001113;AAS NKE_6213-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;19;113,96
;14015173001113;AAS NKE_6214-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;5;23,79
;14015187001113;AAS NKE_6216-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;19;57
;14015187121124;AAS NKE_6216-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;40;146,2
;14015199151124;AAS NKE_6218-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;8;81
;14015202131124;AAS NKE_6218-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;100;0
;14015226111124;AAS NKE_6221-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;30,96
;14015269001113;AAS NKE_62308-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;12;0
;14015280001113;AAS NKE_623-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;9,51
;14015315001113;AAS NKE_627-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;200;0
;14015422001113;AAS NKE_6308-2Z-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;11;53,91
;14015460001113;AAS NKE_6313-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;24;15,56
;14015460141124;AAS NKE_6313-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;40;264,6
;14015461121124;AAS NKE_6313-2Z-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;88;718
;14015465111124;AAS NKE_6314-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;68;96600
;14015467001113;AAS NKE_6314-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;30;26,72
;14015471111124;AAS NKE_6315-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;170;596,64
;14015473161124;AAS NKE_6315-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;171,6
;14015474121124;AAS NKE_6315-2Z-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;18;473,96
;14015479001113;AAS NKE_6316-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;6;0
;14015481001124;AAS NKE_6316-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;41;92,69
;14015498131124;AAS NKE_6319-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;20;403,8
;14015503131124;AAS NKE_6320-2RS2-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;12;0
;14015514001113;AAS NKE_6326-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;90;0
;14015543001124;AAS NKE_6408-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;8;40,94
;14015546001113;AAS NKE_6409-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;277,84
;14019086001124;AAS NKE_61918-2RSR-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;1,95
;14019171001124;AAS NKE_6028-2RS-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;1084,9
;14019383001124;AAS NKE_61912-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;7;2,89
;14019412001113;AAS NKE_62209-2RSR-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;2100,66
;14019458001113;AAS NKE_6213-M-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;6;54,76
;14019732001124;AAS NKE_61820-2Z-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;999,68
;14316358001113;AAS NKE_RAE25-NPP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;12;2911,94
;14316364001113;AAS NKE_GYE55-KRRB;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;16;17,44
;14514098001113;AAS NKE_3307-B-2Z-TV;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;10;131,55
;14514120001124;AAS NKE_3315-B-TV-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;14,67
;14514125001124;AAS NKE_3203-B-2Z-TV-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;55;75,31
;14514152001113;AAS NKE_3306-B-2RS-TV;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;10;254,06
;14516430001113;AAS NKE_QJ319-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;37
;14516431001124;AAS NKE_3218-M-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;12,6
;14516440001113;AAS NKE_QJ226-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;1941,83
;14516468001124;AAS NKE_3211-B-2RS-TV-C3-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;27;225,93
;14516510001113;AAS NKE_7303-BE-TVP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;1;7,65
;14516556001113;AAS NKE_7207-BE-TVP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;88;0
;14516559001113;AAS NKE_7305-BECB-TVP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;78;22,92
;14516584001113;AAS NKE_7307-BECB-MP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;154,56
;14516585001113;AAS NKE_7307-BECB-TVP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;100;27,2
;14516635001124;AAS NKE_QJ211-MPA-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;7;178,88
;14516653001113;AAS NKE_QJ212-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516720001113;AAS NKE_QJ313-MPA-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;145,44
;14516720141113;AAS NKE_QJ313-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516741001113;AAS NKE_QJ314-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516744001113;AAS NKE_QJ315-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;0
;14516748001113;AAS NKE_7315-BECB-TVP;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;51,52
;14516772001113;AAS NKE_QJ317-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;0
;14516784001113;AAS NKE_QJ222-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516790001113;AAS NKE_QJ318-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516805001113;AAS NKE_QJ224-N2-MPA;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516822001113;AAS NKE_ QJ226-N2-MPA-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;14516841001113;AAS NKE_QJ232-N2-MPA-C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;2;0
;14522378001124;AAS NKE_7312-BECB-J-MRO;02/11/2027;01/01/2028;Backorder;China;Jan;2028;NKE;4;0
;15011365001190;AAS F 16074;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;1174;1082,27
;15011685001190;AAS 3210 B 2RS/C3;02/11/2027;01/01/2028;Backorder;China;Jan;2028;FERSA;96;0
